epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,336.719,1.07026,0.88984,0.00853,0.86509,0.84397,0.86372,0.67905,0.85587,0.65042,0.00729,0.0005744,0.0005744,0.0005744
38,346.061,1.09167,0.83468,0.00716,0.87176,0.84373,0.86444,0.67783,0.86493,0.64649,0.00748,0.0005348,0.0005348,0.0005348
39,354.254,1.04749,0.8138,0.00735,0.86059,0.84043,0.86107,0.68243,0.84827,0.65136,0.00754,0.0004952,0.0004952,0.0004952
40,362.463,1.06728,0.83288,0.00853,0.87025,0.83248,0.86255,0.68721,0.82478,0.64438,0.00749,0.0004556,0.0004556,0.0004556
41,371.034,0.93741,0.74951,0.00829,0.86116,0.83583,0.85867,0.68332,0.81463,0.64735,0.00745,0.000416,0.000416,0.000416
42,374.915,0.96228,0.77907,0.00867,0.87728,0.83651,0.85935,0.67686,0.84429,0.6407,0.00741,0.0003764,0.0003764,0.0003764
43,378.864,0.90691,0.76376,0.00855,0.8772,0.83589,0.85618,0.67609,0.8674,0.63703,0.00747,0.0003368,0.0003368,0.0003368
44,385.958,0.91934,0.75498,0.00923,0.86768,0.8371,0.85021,0.66965,0.88608,0.64077,0.00755,0.0002972,0.0002972,0.0002972
45,389.88,0.87348,0.75007,0.0083,0.86793,0.83688,0.85075,0.66971,0.88868,0.64212,0.00781,0.0002576,0.0002576,0.0002576
46,393.547,0.9403,0.91986,0.0093,0.874,0.83631,0.85563,0.67606,0.88984,0.64248,0.00786,0.000218,0.000218,0.000218
47,397.9,0.87839,0.73121,0.00805,0.86235,0.84418,0.85374,0.67594,0.87037,0.63768,0.00755,0.0001784,0.0001784,0.0001784
48,402.443,0.88821,0.69963,0.00766,0.86901,0.84397,0.8539,0.67868,0.85725,0.63102,0.00744,0.0001388,0.0001388,0.0001388
49,405.978,0.91964,0.72738,0.00846,0.87694,0.82624,0.85493,0.68097,0.85397,0.63033,0.00745,9.92e-05,9.92e-05,9.92e-05
50,409.601,0.90339,0.74034,0.00824,0.87723,0.82979,0.85485,0.68187,0.85081,0.63107,0.00742,5.96e-05,5.96e-05,5.96e-05
